order_id,cust_id,cc_id,cost
5232959186,31696883,15715,133.95
2076412445,78167775,11958,6.91
8702778588,70211708,87669,61.87
9708561097,87605417,38273,28.52
2050407142,70136002,71002,2.80
1591882786,74230626,88535,775.72
7868898746,59673578,87434,83.18
4694449370,36410474,48133,242.79
5493290750,70270433,42510,5.81
8458388625,24792528,55346,5024.15
5867739917,63866412,66629,1407.41
7582115894,22343660,97029,28.15
2869488838,60409340,87402,7.88
8886305132,73476284,93426,850.71
7748142975,93996618,93760,605.91
5616361486,93261730,75045,6060.56
3783830932,30125376,92258,332.11
6660566822,62037383,11292,13.76
2988572961,48924780,32461,5042.74
9148636264,76130141,18188,4293.37
3780165127,65960017,99622,5552.69
2597641689,20296871,54577,9029.13
6612968871,93218341,48012,842.81
8524027709,84502001,45777,7373.22
6830911308,97014486,69869,3848.99
2098479558,21649572,25091,179.13
7616071749,59846781,17009,8415.67
9509589783,22550432,90883,7401.85
9652879585,49442708,93394,5855.27
1723782753,66509712,69525,68.23
9178417441,18209302,64188,8147.22
5862325831,58460317,49058,5.74
2177502913,97321663,58486,200.57
9641210993,34977757,52286,25.37
3552320146,73944356,82105,540.41
4922872659,16035671,52925,6.66
8480320671,54366783,11748,1989.32
3634685301,72998645,34603,5929.17
5279808923,22769919,26772,39.84
6647637925,62393771,76350,9829.15
4852455019,13658627,73146,6.61
8571785375,19539778,11686,8.15
6867034964,93068468,29206,1213.22
1343362686,95075391,24490,1452.61
9430092279,16448336,76127,8.84
2632141960,46169753,34217,11.31
7496331384,37264994,37300,389.81
1272433067,54077485,84568,7828.18
5996628000,75133384,97657,2.71
6256545281,46092372,23593,9404.64
2386936028,27943655,38056,6289.85
6168791249,57366580,45017,1766.82
4715086938,78348795,87907,423.86
5309599891,58739806,80033,3286.85
7521783239,24444267,77289,360.61
3902422804,67965923,14823,6746.59
7248113131,68423004,45165,91.58
2523832959,13644176,93797,520.35
7459917625,32229727,50523,6.74
6864977853,17980121,54897,7915.76
5134103159,55616658,51413,8792.12
7749175284,45526994,88045,62.38
2213352791,90445602,12417,6498.23
3932809051,45494139,64467,2.13
2147770403,73403473,96472,28.89
6101997522,40127485,56889,8459.50
8836001247,37902637,26976,8.52
6139452556,98404310,64798,1.30
7481127800,44454348,28110,95.12
8660473340,28861244,88871,19.55
6426894666,32659362,30755,8.51
2755956001,44537889,73254,24.92
4765991039,19290501,93622,1399.88
3519005738,70075879,49606,91.59
4887328861,32834820,59806,2582.95
3805530505,97668361,59759,5496.23
7460966549,80660007,64206,7.96
8831697855,19021705,53267,161.75
3827137865,73425593,30913,3467.69
8389984819,68697252,17823,687.98
6636010166,42704825,15754,75.57
4374872949,63637218,55461,81.71
9013131129,37124367,63882,75.96
9485108676,38461378,65820,5352.53
7022643338,93855424,30443,9.33
1857043289,85942105,99034,5521.30
6956184065,95942274,55120,7.95
4918883751,40168517,65184,24.36
2776912335,96812365,55070,8.89
6269661885,25319925,13850,367.91
7959326532,22108857,60130,2.17
4623297651,23313960,49534,437.74
8523186029,47317982,94456,516.77
7689530436,11950141,12893,21.73
6935685211,16683382,33221,2.26
9778102657,47465681,86132,306.48
2457111299,49223660,72701,152.14
1424887424,60344453,38099,71.93
6748274654,30254483,32349,264.78
5751422615,25811343,93352,78.93
4487323574,40328070,53994,51.95
7888589901,13264793,33670,61.30
3302381048,94816432,86063,7829.88
9613437089,91409287,97758,54.94
1338140795,90060820,26371,7.24
7561994350,76371439,52148,622.99
2081653406,99672530,51132,2436.79
6727716630,81400071,76209,242.83
9092787619,18893656,56321,57.60
2908796575,67966462,55162,95.88
7815473125,55528870,31014,7367.38
6144631317,33596381,15620,278.37
3693740316,46465685,94410,691.74
2341206679,44792833,35617,4234.62
2126648478,41908757,82128,905.45
5842708792,18522927,22098,2910.48
8411555950,76285148,85945,1301.75
6356712386,81384304,66696,90.40
2917984393,30287382,72249,1.33
5566323748,34394531,91783,9648.52
3223174368,94119122,30223,6.32
1120351461,84365945,58628,888.38
7215629097,41541294,87043,735.54
6052934815,84743192,29738,522.65
9084727857,25937167,73246,1604.48
6646389331,33509648,44517,7.67
2783403766,15774648,40419,271.74
1646088439,91350390,32420,7669.71
4344262300,52558804,62783,7069.19
5547234729,89806743,14747,24.67
1853541141,51833775,21537,7196.97
5079501048,36044938,99581,449.92
2637754649,38737502,69670,85.59
7319716911,61390427,53026,6045.54
2363295558,69173920,48947,5702.51
4048517284,59493284,55750,7.75
4542203283,96887471,80105,477.80
3807405475,76313893,65391,8.25
9741306142,48522266,83757,588.90
1843007536,70469227,80543,4766.60
7303051058,21181262,60497,102.34
6749222203,99723816,53642,435.73
9941933646,35267406,91920,4.95
5390593553,73942980,76004,2.99
5102046078,25792081,97105,529.55
2928896082,76931877,60114,963.22
3419355923,45962894,28738,5.91
8867676799,48533537,57940,8.88
8888412132,46694652,61916,52.37
6901735702,71905899,83852,6721.82
8586039352,76871539,83697,91.58
9045159220,73884304,77194,9473.32
8689962293,60022491,25861,2130.49
6070810502,74854420,37743,482.88
2781563354,16767241,28263,455.36
5731852921,19479496,11668,6325.64
1308942213,43951284,40101,8.90
3447177903,95323214,58118,3.24
1366346900,41452291,92819,36.82
3924362027,27460953,36026,6.38
8801906860,26451011,66432,8408.77
7805877388,96374126,70276,2355.91
6365036430,37018914,48846,90.63
7221767937,17604256,73534,2491.16
4340551077,35849197,36576,8.68
2731465571,90502819,21295,92.85
2837044828,14250532,26189,8426.43
1561749725,30541680,58729,1.11
7178648396,52653102,86258,71.12
8616536176,89947152,26008,8.66
3820446120,37458633,89334,6.73
3265419092,81400164,85180,317.29
7425561663,21628636,32678,653.45
4552799220,51341098,33281,5.53
9028008961,10082207,79352,1.28
3669927387,10965625,99592,716.27
9090047866,46871981,64949,7435.14
6765279029,90739705,63841,3.18
7836589516,88527274,88453,976.57
3102811232,27626604,62968,38.29
7078739403,59483475,72097,307.33
4186973488,14862338,29356,8.41
7375655963,20350708,72650,962.74
9507701325,47553454,23988,491.24
3655329933,61509097,38711,6.50
1623708706,56529296,61279,2392.81
3373998912,94018383,34552,4.79
3126831223,36525782,75949,4.56
6080414485,52184861,25876,970.16
5605080965,95961029,21942,532.36
6536455070,64167389,56593,908.88
7481377451,68476981,58653,6.32
6609422859,98814097,63263,4130.95
1528798749,60013597,15164,13.48
2354137539,42392704,48073,7562.11
2032301761,94646642,91418,7312.62
9061688981,49308300,87395,16.63
3287760038,62819826,46759,967.33
1371497908,61552031,59894,154.90
1648174962,27883453,97887,6384.10
7539725563,89426496,67676,96.58
3490897518,67443696,40055,7.48
9615952356,18559801,51300,1.25
9824813789,40075011,26635,4.26
7555306698,16718969,55781,8803.70
3788207412,32881692,35473,91.26
5678754225,81204414,45627,8.66
9563423546,34328619,43365,6.77
6086770981,77608362,87986,26.37
6784050106,25692710,18654,7100.45
8278088525,54077848,94464,732.91
2334818568,95444577,46380,4961.92
6134576584,99393639,85223,559.15
2694269094,16683981,52843,286.74
1233330639,53182554,20714,4264.82
7971440996,44641595,68493,8042.29
2032872108,62377017,80378,5498.47
5282203009,78570739,84114,5197.19
7270790635,18559801,80046,6.77
8239322242,10930457,16587,53.77
1496842978,20628026,22131,852.95
5903922939,26845097,93630,591.18
8113360972,80872001,30190,2803.30
4448987821,51734035,24571,7.14
6351876553,17645420,72370,751.16
3083823931,74036426,16895,5.11
3744442918,50991817,93146,4.48
7480907173,65340790,84071,4174.74
4150914383,10292753,51223,9.54
5717023020,41177340,50088,8480.35
4790786185,26137757,87221,941.96
6680750788,22605863,81970,452.10
1254390601,55810953,17081,15.92
5810873277,57960824,87820,125.83
7417816183,50881620,28170,27.96
2399709641,55827210,26523,933.95
3556732671,94135508,41609,2.64
9080463359,20356148,10707,9.20
3831669012,35342274,77138,89.96
6058319089,35778878,50591,549.14
4499262132,45545562,84594,30.39
3421942544,62323246,93276,1.12
4122814823,55818706,74618,2008.19
2298473678,39546235,77568,96.68
4768707443,88898096,25387,2.50
7343372390,41496053,77220,7608.57
2153210353,75132077,80159,36.17
6237426069,79930566,49733,549.69
2955438323,79888535,51754,5425.15
6833529724,21466263,31878,1.19
6105080282,65960017,64274,818.21
8426196866,97748687,65466,1749.83
1949678696,80150988,60851,957.31
6444804172,83738458,54215,7994.30
5164545623,11092005,51854,2.45
9519307811,63028972,12917,1.89
3009652325,89741414,57950,3232.34
4021986492,10456503,10779,6444.82
4488191274,45250055,74036,5380.91
8373431346,53060978,60891,621.72
8614679362,99093414,90575,78.13
6065210565,93411153,73831,7.16
4439748856,25543904,14880,73.26
1323045326,74732056,19136,8041.37
1398131251,15390255,90176,383.65
2278803839,86060050,48925,18.90
9521489099,73503960,11828,668.40
7774307095,75337823,27488,3.37
7255038202,91313166,13406,3683.13
6022721976,48677833,85485,73.15
1006425894,40109805,10660,12.47
9209084999,25406741,77079,7.85
4266101938,45723923,82511,277.45
4456650850,98929026,82670,798.19
6197409629,71565699,55846,2549.23
9527518940,91097182,14172,2991.45
7905435368,36621382,14974,47.61
5200266839,10383932,61273,8696.64
3137650891,33744558,88498,44.28
5169956273,60782659,13803,6.79
5120423758,98337942,14286,2.98
8091132594,94884210,80576,4.63
4014876834,97574723,25676,42.25
8216740627,44421175,32526,908.26
9193363307,45559508,19071,3.69
6546168206,79350789,91942,8.65
1385307838,10551816,81497,6.53
9069013073,38842609,22787,8.57
4866396008,53591593,65128,6756.64
2710043238,94715803,88962,510.32
7204391878,19610988,74303,2469.68
1061602910,38352878,30743,776.67
7666957429,36702100,12283,502.39
7974165913,46553879,96631,8765.47
2092859547,36205088,57994,79.12
2292072424,74264768,39201,7.41
9701036728,49936293,82022,557.85
8857560014,23098921,71307,8436.67
5543053013,61443734,96406,576.75
4387705139,30593375,77377,497.24
2057649063,24912492,74339,7482.75
2713817669,72320260,51136,2.35
6600182066,59853162,65266,3455.22
6559811795,46092372,79082,6.82
2958227866,47315159,59694,8.68
9676495552,60706857,81198,35.88
3118512523,42486399,76983,863.54
7695123318,28469014,57826,1652.40
1836294511,51601537,38422,82.58
8884752088,37891683,27838,82.65
8873906308,18780019,29401,7337.46
7841123313,48011646,53923,693.45
2822756293,99163987,16986,2.98
7517634746,28324112,73254,3105.73
2240488052,42258325,33231,5427.99
2086139299,90691361,12401,2381.60
7248255682,45473537,27408,696.74
9076146962,49133589,22134,8.76
6278939791,35407532,88532,6.86
2483087601,63988265,94572,770.25
8960381127,25540604,62486,2896.24
4959185354,14119069,93521,83.82
9330908048,55392672,98589,63.37
8597415800,59540783,71321,3.12
7720314766,60989458,27033,796.96
6135811912,79222516,57546,647.15
3612584194,85845103,61299,486.90
6161192159,14055552,73585,17.10
4578874627,83570030,72138,443.58
1986226146,36800174,10554,9820.28
2687272197,54893227,73092,5201.83
9111570331,84772211,27175,5673.48
2295241183,72241612,42579,9.14
1915871747,44130512,69783,29.89
9622209046,71768791,92003,7.74
6641495175,63827192,63990,100.49
3078583466,34295594,47998,1.92
2771585770,94462061,81159,1.81
6956163861,88547555,37585,8210.47
3278133043,91219906,70012,3.65
3130547216,89426496,57888,17.71
8571385588,52840398,66959,7915.50
9281673646,99473232,95068,3551.82
6706969654,72746006,96437,6902.80
5412423834,91207783,15776,23.83
6064439176,41129351,24585,6.29
7864464286,32804058,31669,663.30
4015917157,52591717,22006,7.24
5801574520,42577901,42101,653.28
9211405705,46107848,84253,3.94
2309871373,15483173,29561,927.38
4512142518,63705574,19359,227.57
3233494377,83930245,57922,332.52
9652092737,93674942,87045,453.52
3149706759,37672474,53862,4.11
9107431110,71547468,45510,9379.24
5371490733,69768327,44481,1.62
6355785200,47591250,43351,2122.72
5118050159,54633126,41624,8.55
1461096534,35036256,21470,61.71
8876969748,56281184,61534,8.84
4288412748,40966255,45771,745.31
5833467574,77925845,93630,698.48
8693226389,39257573,11121,1827.83
4113058622,61059437,78709,90.24
6795110229,13337049,89346,8010.16
9052508147,57931964,97694,5709.79
2270074036,79148662,38549,4.81
3735739319,93476155,40708,6.79
5157728239,85913081,59843,4281.35
5122553215,76440555,89311,85.55
3096804238,54560097,46896,167.79
3977718273,28530934,96629,4.57
2933215356,28034165,14630,1463.35
2918621283,53697340,97604,90.59
6030426081,25550738,34952,255.75
3953238090,32264355,90267,1990.10
6229234079,72749938,42817,36.39
5260767932,37925174,53991,432.76
6148975858,35789752,25297,7.39
4343908734,30448431,79775,93.21
6990437856,78866133,77707,675.47
8903684488,45364494,61006,668.85
4281893108,44837667,25217,3547.52
9381673140,36168107,49258,76.20
9402984391,23610743,21119,54.87
2717169714,52427485,22411,6354.34
5094230790,71775351,55526,9.14
2861245303,55578655,91475,307.44
9132158030,67038183,99880,453.84
3530951335,93676739,38415,35.72
7111090096,94905432,92237,2.71
4783354322,53963821,88202,125.85
8733795325,22825519,96690,91.18
5793152336,81511137,42101,7.19
3195532813,75604409,77155,86.54
6727753480,14729177,16302,416.95
5112419004,61619282,37559,465.83
7457398676,20356148,25604,8.39
1571900764,63004403,85811,486.21
6992386594,77149699,82688,76.80
5543544798,20081353,79013,33.36
8480536180,63647516,60933,95.42
9110076066,32017204,59504,4633.51
5750673323,12982377,38669,924.33
2677631294,97465645,82768,80.60
3997818484,10293437,17512,9.98
5413631352,30144054,35976,92.28
7872431059,22477028,30471,5619.46
7075654867,71245418,59035,4724.77
6169113736,53177910,57654,340.85
1599918675,44641595,16923,1.56
4896280144,12363098,74901,7.29
2314114687,22574334,74036,80.15
3803846562,86776027,31126,16.61
9727396406,27123441,41238,239.51
9927966947,19673959,94618,31.36
9213706086,98478116,59801,62.26
9543052543,46920670,54776,986.81
8547978404,72801923,59456,9844.42
5984541407,28928775,50298,74.16
7943263053,24696493,17323,5.11
6177127685,28146376,51761,7786.82
5957141132,31931384,39142,3.57
3323011626,34664977,74412,286.61
8594026329,39086759,97657,40.88
6801767422,96208238,10467,71.41
9518177191,28878954,61667,9.10
5505121380,14506498,27388,8.11
3577940683,27413937,63673,3688.98
7488488199,75543999,13118,6079.14
9871642814,53987660,45608,3.88
2715302531,62719678,99528,927.51
9007075203,24281385,73685,2790.89
5589862152,29688649,44468,501.90
1202984524,14451738,38717,54.15
3956780176,34032333,49534,901.63
8861514599,44026539,80013,32.74
6652186345,73689786,87738,9715.76
3607266902,54148102,42051,6.59
1480480684,63866412,77205,2142.49
7552834523,78359272,35734,87.43
9060972062,87016292,45010,405.34
3445779218,10689393,13594,5.84
4584884882,95706670,92887,3476.80
5934667251,66775111,62082,4275.18
3834716083,19128865,13279,769.99
3198985797,39396800,91410,29.60
5084936029,28151394,64833,89.29
2288912141,79864232,49058,61.64
8957260091,52870042,78202,7109.94
9932762399,69067504,29083,742.91
1893141392,13402731,43270,670.21
2184050821,76422138,74721,40.24
1251029846,32319384,47239,7.60
3729585636,42867659,39307,499.36
2965253224,24483348,15431,4.77
9562679388,20338340,90705,8.91
2428720103,35421085,73627,543.70
5485211931,68349226,38421,3.65
2494769028,16099130,81756,8108.77
4863758912,60106081,80363,7850.79
9431489453,54531089,17017,1.45
8723981181,42217211,34385,29.48
9690503838,47315159,37806,40.48
6438376469,69647400,93176,9.31
9344142882,62995586,52988,395.66
5315995794,93548999,17152,7.89
3443564091,45113098,54483,1585.37
7099625359,34847779,96241,5.21
7307152408,27403131,22204,9.15
9113432484,35686732,26371,6.79
7280606056,93068468,79100,1242.87
9872370124,98910059,29086,7035.39
5839152350,88422184,87916,9556.14
3525763240,46763487,46384,8.48
5521818347,18492784,97331,938.93
6214913827,48663402,52238,407.15
7357234640,19879795,14234,9.10
3720156761,43284312,53958,7335.94
6934955570,37605943,18104,799.35
8095515693,61191356,10572,36.82
2017725566,82941826,68113,4372.38
7065729724,16055208,45659,687.87
9647204397,97805451,41284,675.27
5130910817,19386303,65137,3143.98
9254080691,31022905,89378,488.66
8281235236,26927363,12089,8981.73
4616415568,57548140,87402,88.49
6472168405,12128566,30621,4.83
4738107120,49521946,85180,64.40
2297429339,25766679,37405,6.81
2519710666,46983472,75837,3878.45
4613168761,50003586,51442,52.10
5713275790,59370328,47389,50.18
8442287362,41496053,79910,902.18
4517208315,40966255,89111,8.61
2089278279,34230141,39497,86.37
2618718261,89651634,72670,169.62
7775485939,85433331,34219,4576.30
1328686150,79876944,98378,5455.59
5766655019,30011517,46890,82.15
7453647743,41998628,96567,1.31
4940955104,53545631,64813,953.92
1214189697,63826170,85879,8.23
7990317766,73786641,76239,9861.97
9365134995,98019942,90520,467.21
2145561022,90984130,75910,187.99
8367931929,58255919,79574,6326.68
8771776518,60419879,22710,25.82
2015309782,55487435,41079,4922.13
2308708258,51041093,86389,15.38
2066467830,24683860,47927,897.50
8770775617,50303185,26447,9821.94
2050652087,15102137,36833,7963.35
6984337512,87841841,24824,552.38
4463995271,29248052,78771,6591.14
5414595958,27387885,44677,99.80
6730425090,33945486,48827,6730.80
2543866094,52482757,58472,5.20
2168189906,85134632,34840,239.90
9245008890,28247800,21576,978.70
7916231822,93530365,13216,394.66
7332104999,81138891,70691,3615.56
8239446055,90640515,55613,4.86
6787216040,67582081,62303,962.48
4636993448,89188551,73851,6.83
5600910927,70122077,41493,25.26
4907761437,38441416,69012,2.31
4937612831,28832792,64931,86.61
8171062006,81121531,32821,1.24
2857357327,97468412,15553,8578.68
8156643590,90827144,27254,3.88
7700404584,32005824,54528,6.34
8592138333,97896241,98946,7.68
6358660195,59392417,74055,52.91
9986102501,69503441,95165,2039.30
1582520776,43910445,38972,5145.24
5271148066,50540284,70955,7757.38
7474141902,60397546,31664,66.50
1535977085,89695931,48014,815.57
7208694705,49486607,99930,6.32
9432500795,73293905,24105,304.45
4547124574,74484827,15588,165.81
6927964637,79993948,87550,8580.26
3021520978,53296830,22371,958.48
6358730245,79988446,38926,288.44
9865250545,58831476,40026,8.45
5654960753,90951800,76405,202.94
8310229946,62526647,49187,57.35
3358316125,73880064,95693,579.21
6744047569,73839236,99987,46.58
9543867921,59912171,27181,694.63
8190756025,69489162,98681,3.78
1563534322,28034165,16570,80.66
2636592585,33569862,25423,7.57
7331260535,20660299,85940,421.70
6401402220,13123323,88185,1990.45
5128463639,82215551,34705,935.46
5757913057,45232349,66936,907.85
4968603000,94374543,11902,366.32
4319082466,91416728,24333,233.91
3509130113,46289404,79611,12.97
9314923635,54964378,15022,396.87
9356173924,95680533,61469,619.25
7208446453,69081520,13627,11.20
5072063802,11323360,36526,2.59
3290321596,45351212,90287,4.29
6772443161,67632060,70289,516.14
6606047472,64894397,72608,1193.83
5499609957,71608522,20551,43.73
8831447679,59912171,66587,5921.97
7311712801,70781042,85459,2.25
5743658529,51575251,63042,505.67
8959023578,20611352,83008,319.93
6113079634,45535923,73246,55.13
8760692457,63240929,40358,2801.79
9896031543,90019403,17476,493.32
3778157346,83469156,21108,348.81
7553060321,50431848,83514,3.87
3234298151,89880473,11198,3968.94
8326656002,72305454,28853,1.87
9721536580,22829906,49625,31.57
4077727893,27529037,63450,38.30
2086925200,62604737,81362,834.72
4045198021,16085850,98939,4.75
8556146389,21568316,80840,3926.67
2823146428,85747190,77435,8479.52
4709915647,41114234,99310,6.84
9014898776,66524255,30188,8354.49
2491010943,14538203,44058,8615.69
5889950851,14802536,31408,58.75
7708921548,40570068,38240,86.82
2787876608,33017119,28789,3508.15
6645310660,61101508,75350,9.86
5066594738,48966736,39168,8096.11
9606850628,38138627,17668,8.61
4611202350,33001999,10980,1.21
1048165042,75500606,95388,980.81
4476800404,90480343,96483,6176.47
6873522887,83347574,12808,414.65
9466980384,21515999,97331,948.19
3290459420,59227303,41975,2.81
2626719488,93030216,96415,3193.44
6960593073,97373731,32781,619.79
1526341637,58639502,37355,8.59
2373630794,78785053,40375,8.45
1810729762,93530365,15770,5466.35
3162297891,89845196,20808,4.47
2954070828,30908477,66611,2.98
4982863211,65779892,97255,3.20
9532373242,98489104,39090,5.81
2443307045,54080802,38874,3820.29
5234815735,38052412,94033,205.15
3251508259,12349019,67594,8659.53
5710389157,79968536,65446,7990.38
2149191323,34916560,83336,68.82
4086406728,20596071,36782,367.93
3320093565,52591717,81595,2998.26
9422429871,26789461,16185,8227.47
5085235490,59223071,13048,670.12
7941596129,51041093,34187,749.66
6741508979,46182686,80617,9549.54
2058568351,27398378,91930,5.55
2978689175,67566541,73627,1899.36
4170479182,24663974,20156,5.62
5432880626,19093598,37240,3291.96
9762838762,91506773,37222,344.51
1569164376,54633126,31854,7.58
5774738719,53082088,59875,4037.80
5195176214,14660708,17152,57.25
6686863369,15364704,73087,5.82
8855174956,33110330,46567,414.55
9929512323,87820322,12516,6.31
5606794908,26789461,81561,4507.36
3432004031,80797924,83075,976.77
9742189739,46865195,87771,392.37
6822979183,92831772,54804,2361.80
6626954438,47964644,31206,4.62
7504129097,55578655,18585,8.83
5962800632,53651636,11135,14.13
7500314263,97518403,66726,92.18
2225823311,96211597,12199,138.52
3221298225,97192403,62438,60.27
4799349220,57595777,72124,3.25
9322478852,98097515,80969,8278.74
8513658220,78558167,64921,21.28
8172713207,99584332,43994,5.89
3812117043,60837377,68350,49.77
5553087979,17007175,79574,2.48
8398825816,40989558,75535,23.36
2840013452,68766578,63247,84.17
8125207085,11676390,10887,114.57
7166601201,81955024,39130,601.60
4606809056,25547811,44073,2309.73
4594086953,11886830,47104,294.54
9218263211,13382812,69085,5862.62
6680359464,74996423,77939,8.50
8318892608,84346723,18769,86.42
3405210826,80785327,26249,232.73
6909519028,93382282,25587,388.76
7119303353,65069319,43599,1.43
5365996952,73083679,23112,52.47
2911207590,95233406,86526,674.89
2076117099,27934710,48478,7.10
8682695957,24472416,86207,7.34
3970357676,95606474,13521,8005.14
1104247164,89770781,30356,55.77
9409218731,20977934,28975,532.19
3120014621,21354500,46729,3998.79
4712773831,61058894,38767,667.75
5109047667,30593375,70915,81.45
5068662540,61564375,23082,38.72
5385099554,28034165,86611,79.94
9265096188,71276826,58625,9.13
5348267192,77292781,90854,80.78
8745157391,91213886,42328,29.60
2340813663,51666177,95388,2804.66
